subject,predicate,object,source,paper_id,chunk_id
ESCRT-III complex,involved in,multivesicular bodies formation,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266
ESCRT machinery,functions in,membrane fission events,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266
ESCRT-III proteins,dissociate from,invaginating membrane,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266
CHMP1A,targets,Polycomb group protein BMI1/PCGF4,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0266
P2RX5-TAX1BP3,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267
Sanger sequencing,detects,P2RX5-TAX1BP3 fusion,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267
PCR band,is associated with,P2RX5-TAX1BP3 fusion transcript,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0267
P2RX5,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268
P2RX5,is a type of,purinergic receptor P2X,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268
TAX1BP3,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268
TAX1BP3,is a type of,Tax1 binding protein 3,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0268
NXPH1-TXNL4A fusion,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270
NXPH1,is a type of,5’ fusion partner,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270
NXPH1-TXNL4A fusion,regulates,cancer cell growth,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0270
NXPH1,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271
NXPH1,encodes,neurexophilin 1 mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271
BLAST,evaluates,NXPH1 mRNA sequence,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0271
TXNL4A,is a type of,3’ partner,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0272,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0272
TXNL4A,encodes,thioredoxin-like 4A mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0273,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0273
TXNL4A,is part of,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0273,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0273
KIAA1704-ITGB3BP,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0274,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0274
KIAA1704,is part of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275
ITGB3BP,interacts with,KIAA1704,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275
KIAA1704-ITGB3BP fusion transcript,is expressed in,cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0275
KIAA1704,encodes,mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276
KIAA1704,is a type of,gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276
ITGB3BP,is a type of,gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0276
ITGB3BP,is a type of,integrin beta 3 binding protein,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277
ITGB3BP,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277
ITGB3BP,has synonym,CENP-R,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277
ITGB3BP,has synonym,NRIF3,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277
DHX8,interacts with,ADK,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0277
DHX8,is a type of,DEAH box polypeptide,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,has synonym,DDX8,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,has synonym,HRH1,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,has synonym,PRP22,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,has synonym,PRPF22,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0278
DHX8,is a type of,ATP-dependent RNA helicase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279
DHX8,encodes,DEAH box polypeptide 8,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279
ADK,is a type of,gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279
DHX8,interacts with,ADK,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279
DHX8,has synonym,DDX8,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0279
adenosine kinase,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280
adenosine kinase,has transcript variant,ADK-long,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280
ADK,encodes,adenosine kinase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0280
PPIL1-KIAA1614,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283
PPIL1,is a type of,5’ partner gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283
PPIL1-KIAA1614,encodes,fusion transcripts,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283
PPIL1-KIAA1614,regulates,cancer cell growth,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0283
PPIL1,encodes,peptidylprolyl isomerase (cyclophilin)-like 1,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284
PPIL1,is a type of,peptidylprolyl isomerase,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284
KIAA1614,is a type of,gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0284
KIAA1614,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285
KIAA1614,encodes,mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285
BLAST,evaluates,mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0285
WDR70-ANKLE2,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0288,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0288
WDR70-ANKLE2,encodes,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0289,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0289
WDR70,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290
WDR70,encodes,WD repeat domain 70 protein,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290
ANKLE2,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290
ANKLE2,encodes,ankyrin repeat and LEM domain containing 2 protein,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0290
ANKLE2,encodes,ankyrin repeat and LEM domain containing 2 protein,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0291,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0291
ANKLE2,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0291,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0291
Long-range transcriptome sequencing,reveals,cancer cell growth regulatory chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0292,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0292
TAF11-FAM62B,is a type of,chimeric mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0294,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0294
TAF11,is 5’ partner of,TAF11-FAM62B,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0294,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0294
TAF11,encodes,"RNA polymerase II, TBP-associated factor",Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295
FAM62B,is a type of,family with sequence similarity 62 member B,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295
TAF11,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295
FAM62B,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0295
FAM62B,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296
FAM62B,is a type of,family with sequence similarity 62 (C2 domain containing) member B,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296
FAM62B,encodes,mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0296
NOL11,interacts with,C7orf42,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0297,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0297
NOL11,is a type of,nucleolar protein 11,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298
NOL11,is expressed in,Homo sapiens,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298
NOL11,encodes,NOL11 mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0298
